"","iati.identifier","hierarchy","last.updated.datetime","default.language","reporting.org","reporting.org.ref","reporting.org.type","reporting.org.type.code","title","description","activity.status.code","start.planned","end.planned","start.actual","end.actual","participating.org..Accountable.","participating.org.ref..Accountable.","participating.org.type..Accountable.","participating.org.type.code..Accountable.","participating.org..Funding.","participating.org.ref..Funding.","participating.org.type..Funding.","participating.org.type.code..Funding.","participating.org..Extending.","participating.org.ref..Extending.","participating.org.type..Extending.","participating.org.type.code..Extending.","participating.org..Implementing.","participating.org.ref..Implementing.","participating.org.type..Implementing.","participating.org.type.code..Implementing.","recipient.country.code","recipient.country","recipient.country.percentage","recipient.region.code","recipient.region","recipient.region.percentage","sector.code","sector","sector.percentage","sector.vocabulary","sector.vocabulary.code","collaboration.type.code","default.finance.type.code","default.flow.type.code","default.aid.type.code","default.tied.status.code","default.currency","currency","total.Commitment","total.Disbursement","total.Expenditure","total.Incoming.Funds","total.Interest.Repayment","total.Loan.Repayment","total.Reimbursement"
"3500","41122-India-2040/A0/04/800/035",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR82-Effective and efficient Management and Stewardship of Financial Resources","IR82-Effective and efficient Management and Stewardship of Financial Resources","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",121055,"0","114516","0",0,0,0
"3501","41122-India-2040/A0/04/800/036",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR82-Effective and efficient Management and Stewardship of Financial Resources","IR82-Effective and efficient Management and Stewardship of Financial Resources","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",119874,"0","119412","0",0,0,0
"3502","41122-India-2040/A0/04/800/037",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR82-Effective and efficient Management and Stewardship of Financial Resources","IR82-Effective and efficient Management and Stewardship of Financial Resources","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",78195,"0","78724","0",0,0,0
"3503","41122-India-2040/A0/04/800/040",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR82-Effective and efficient Management and Stewardship of Financial Resources","IR82-Effective and efficient Management and Stewardship of Financial Resources","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",115304,"0","115270","0",0,0,0
"3504","41122-India-2040/A0/04/800/041",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR82-Effective and efficient Management and Stewardship of Financial Resources","IR82-Effective and efficient Management and Stewardship of Financial Resources","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",185864,"0","185236","0",0,0,0
"3505","41122-India-2040/A0/04/800/042",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR82-Effective and efficient Management and Stewardship of Financial Resources","IR82-Effective and efficient Management and Stewardship of Financial Resources","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",119890,"0","119849","0",0,0,0
"3506","41122-India-2040/A0/04/800/043",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR82-Effective and efficient Management and Stewardship of Financial Resources","IR82-Effective and efficient Management and Stewardship of Financial Resources","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",128912,"0","125849","0",0,0,0
"3507","41122-India-2040/A0/04/800/044",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR82-Effective and efficient Management and Stewardship of Financial Resources","IR82-Effective and efficient Management and Stewardship of Financial Resources","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",137249,"0","141067","0",0,0,0
"3508","41122-India-2040/A0/04/800/045",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR82-Effective and efficient Management and Stewardship of Financial Resources","IR82-Effective and efficient Management and Stewardship of Financial Resources","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",203434,"0","191503","0",0,0,0
"3509","41122-India-2040/A0/04/800/046",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR82-Effective and efficient Management and Stewardship of Financial Resources","IR82-Effective and efficient Management and Stewardship of Financial Resources","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",201843,"0","199584","0",0,0,0
"3510","41122-India-2040/A0/04/800/052",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR82-Effective and efficient Management and Stewardship of Financial Resources","IR82-Effective and efficient Management and Stewardship of Financial Resources","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",2164342,"0","2053704","0",0,0,0
"3511","41122-India-2040/A0/04/800/062",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR83-Effective and efficient management of Human Capacity","IR83-Effective and efficient management of Human Capacity","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",0,"0","0","0",0,0,0
"3512","41122-India-2040/A0/04/800/063",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR83-Effective and efficient management of Human Capacity","IR83-Effective and efficient management of Human Capacity","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",0,"0","0","0",0,0,0
"3513","41122-India-2040/A0/04/800/064",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR83-Effective and efficient management of Human Capacity","IR83-Effective and efficient management of Human Capacity","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",16274,"0","16871","0",0,0,0
"3514","41122-India-2040/A0/04/800/065",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR83-Effective and efficient management of Human Capacity","IR83-Effective and efficient management of Human Capacity","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",103,"0","103","0",0,0,0
"3515","41122-India-2040/A0/04/800/070",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR83-Effective and efficient management of Human Capacity","IR83-Effective and efficient management of Human Capacity","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",7136,"0","7136","0",0,0,0
"3516","41122-India-2040/A0/04/800/072",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR83-Effective and efficient management of Human Capacity","IR83-Effective and efficient management of Human Capacity","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",1160,"0","1157","0",0,0,0
"3517","41122-India-2040/A0/04/800/075",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR83-Effective and efficient management of Human Capacity","IR83-Effective and efficient management of Human Capacity","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",13929,"0","14191","0",0,0,0
"3518","41122-India-2040/A0/04/800/082",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR83-Effective and efficient management of Human Capacity","IR83-Effective and efficient management of Human Capacity","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",0,"0","0","0",0,0,0
"3519","41122-India-2040/A0/04/800/084",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR84 - Fund Raising Generates and maintains quality funding fro m public private sector in a cost e","IR84 - Fund Raising Generates and maintains quality funding fro m public private sector in a cost e","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",859018,"0","902048","0",0,0,0
"3520","41122-India-2040/A0/04/800/085",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR83-Effective and efficient management of Human Capacity","IR83-Effective and efficient management of Human Capacity","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",86968,"0","87229","0",0,0,0
"3521","41122-India-2040/A0/04/800/086",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR86-Engagement with Corporate sector to help achieve CPAP results  Intermediate Results pertaining","IR86-Engagement with Corporate sector to help achieve CPAP results  Intermediate Results pertaining","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",18102,"0","16680","0",0,0,0
"3522","41122-India-2040/A0/04/800/100",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR83-Effective and efficient management of Human Capacity","IR83-Effective and efficient management of Human Capacity","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",361568,"0","362684","0",0,0,0
"3523","41122-India-2040/A0/04/800/112",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR84-Resource Mobilization generates and maintains quality funding from public and private sector in","IR84-Resource Mobilization generates and maintains quality funding from public and private sector in","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",615284,"0","607167","0",0,0,0
"3524","41122-India-2040/A0/04/800/888",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","DONOT USE  -Managed by DHR","DONOT USE  -Managed by DHR","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",0,"0","-79685","0",0,0,0
"3525","41122-India-2040/A0/04/800/999",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","Prior-Year Commitments","Prior-Year Commitments","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",0,"0","202999","0",0,0,0
"3526","41122-India-2040/A0/04/813/007",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR07-Improved quality and coverage of immunisation among children and pregnant women","IR07-Improved quality and coverage of immunisation among children and pregnant women","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",0,"0","368250","0",0,0,0
"3527","41122-India-2040/A0/04/813/008",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR08-Health managers at Block, District, State and National level can manage UIP resources (predict","IR08-Health managers at Block, District, State and National level can manage UIP resources (predict","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",28183,"0","43942","0",0,0,0
"3528","41122-India-2040/A0/04/813/009",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR09-Frontline workers (ANM/AWW/ASHA) can  provide quality assured (or according to set standards)","IR09-Frontline workers (ANM/AWW/ASHA) can  provide quality assured (or according to set standards)","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",24661,"0","737159","0",0,0,0
"3529","41122-India-2040/A0/04/813/010",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR10-Facilities provide accessible, equitable and quality assured maternal, newborn and child care","IR10-Facilities provide accessible, equitable and quality assured maternal, newborn and child care","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",26005,"0","346106","0",0,0,0
"3530","41122-India-2040/A0/04/813/011",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR11-Health managers at Block, District and State level are able to plan, implement and monitor mat","IR11-Health managers at Block, District and State level are able to plan, implement and monitor mat","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",57748,"0","264464","0",0,0,0
"3531","41122-India-2040/A0/04/813/012",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR12-Strengthened partnerships with professional organisations, Civil Society and Non-Governmental","IR12-Strengthened partnerships with professional organisations, Civil Society and Non-Governmental","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",4312,"0","176916","0",0,0,0
"3532","41122-India-2040/A0/04/813/013",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR13-Operations- and essential research results are available for policy and strategy development a","IR13-Operations- and essential research results are available for policy and strategy development a","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",1499,"0","31782","0",0,0,0
"3533","41122-India-2040/A0/04/813/014",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR14-National and state HFW and WCD departments can roll out Village Health and Nutrition Days (VHN","IR14-National and state HFW and WCD departments can roll out Village Health and Nutrition Days (VHN","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",6197,"0","192024","0",0,0,0
