aid,title,reporting,commitment,spend,currency
GB-3-PPY%20IND%201018,"Fiscal Instruments for climate friendly industrial development in West Bengal, Orissa and Tamil Nadu.",UK - Foreign & Commonwealth Office,0,89526,USD
GB-3-PPY%20IND%201019,Supporting fossil-fuel subsidy reform in India,UK - Foreign & Commonwealth Office,0,78101,USD
GB-3-PPY%20IND%201020,Government Procurement  An emerging tool of global integration and good governance in India,UK - Foreign & Commonwealth Office,0,73823,USD
GB-3-PPY%20IND%201021,Aligning Government policies for efficient trade : Establishing a robust trade facilitation mechanism in India,UK - Foreign & Commonwealth Office,0,82916,USD
GB-3-PPY%20IND%201022,Reducing the risk of corruption in business,UK - Foreign & Commonwealth Office,0,78087,USD
GB-3-PPY%20IND%201023,Demonstrating the benefits of a needs-based approach to policy framing for financial inclusion in India,UK - Foreign & Commonwealth Office,0,62919,USD
GB-3-PPY%20IND%201024,Policy analysis in the process of deepening capital account openness,UK - Foreign & Commonwealth Office,0,103005,USD
GB-3-PPY%20IND%201025,Strategies for implementation of Public Private Partnerships (PPPs) in India,UK - Foreign & Commonwealth Office,0,86560,USD
GB-3-PPY%20IND%201026,Management of Intellectual Property in Cross-Border Collaboration,UK - Foreign & Commonwealth Office,0,13619,USD
GB-3-PPY%20IND%201027,Use of Spatial Planning Tools to Promote  Low Carbon City development in India,UK - Foreign & Commonwealth Office,0,93906,USD
GB-3-PPY%20IND%201028,Creating a favourable policy environment for the adoption of low carbon energy efficient LED technology in street lighting.,UK - Foreign & Commonwealth Office,0,47538,USD
GB-3-PPY%20IND%201029,"Greening phone towers, powering communities",UK - Foreign & Commonwealth Office,0,80013,USD
GB-3-PPY%20IND%201030,Towards Creating a model national Institutional Framework in the form of National Bureau of Water Efficiency for Industry---/commercial and domestic sectors resulting in enhanced energy efficiency,UK - Foreign & Commonwealth Office,0,55051,USD
GB-3-PPY%20IND%201031,Support to the India Solar Capital Market Climate Initiative (CMCI),UK - Foreign & Commonwealth Office,0,79151,USD
GB-3-PPY%20IND%201032,Market Transformation for increased private sector investment in,UK - Foreign & Commonwealth Office,0,93001,USD
GB-3-PPY%20IND%201033,Trade analysis and regional integration,UK - Foreign & Commonwealth Office,0,166485,USD
GB-3-PPY%20IND%201034,Stimulate an enabling policy environment for first generation entrepreneurship promotion in India,UK - Foreign & Commonwealth Office,0,125188,USD
GB-3-PPY%20IND%201035,Post-TRIPS IPR Regime in India  Opportunities and Challenges,UK - Foreign & Commonwealth Office,0,45900,USD
GB-3-PPY%20IND%201036,Strengthening regulatory frameworks and enhancing capacity in  Indias legal and accountancy services sectors: A roadmap for reforms,UK - Foreign & Commonwealth Office,0,54308,USD
GB-3-PPY%20IND%201037,"Advancements in Tax Administration: Lessons and Experiences of U.K., Brazil and India",UK - Foreign & Commonwealth Office,0,56102,USD
GB-3-PPY%20IND%201038,Policy Action Plan for Improving the Investment Climate for Manufacturing Sector in India,UK - Foreign & Commonwealth Office,0,103543,USD
GB-3-PPY%20IND%201039,MSMEs IPR Exchange,UK - Foreign & Commonwealth Office,0,23098,USD
GB-3-PPY%20IND%201040,"Parliamentarians actions for achieving Renewable Energy targets of the 12th Five Year Plan, to promote Indian Governments",UK - Foreign & Commonwealth Office,0,53255,USD
GB-3-PPY%20IND%201041,Detailed development and implementation framework for rolling out financial policy instrument(s) to enhance private lending for large scale solar projects,UK - Foreign & Commonwealth Office,0,59198,USD
GB-3-PPY%20IND%201042,Delivering additional energy efficiency in Indian industry,UK - Foreign & Commonwealth Office,0,118908,USD
GB-3-PPY%20IND%201043,NATIONAL COMPETITION POLICY AND ECONOMIC GROWTH IN INDIA,UK - Foreign & Commonwealth Office,0,67261,USD
GB-3-PPY%20IND%201044,Infrastructure and PPP Policy Support Programme to the Department of Economics Affairs (DEA) and/or other relevant GOI bodies,UK - Foreign & Commonwealth Office,0,62168,USD
GB-3-PPY%20IND%201301,National Public Procurement Policy of India,UK - Foreign & Commonwealth Office,0,72020,USD
GB-3-PPY%20IND%201302,Expanding Micro Small,UK - Foreign & Commonwealth Office,0,82360,USD
GB-3-PPY%20IND%201303,Enhancing the Scope and Quality of Indian Foreign Direct Investment (FDI) Statistics,UK - Foreign & Commonwealth Office,0,78876,USD
GB-3-PPY%20IND%201304,Enhancing Foreign Investment in Indian Infrastructure,UK - Foreign & Commonwealth Office,0,89237,USD
GB-3-PPY%20IND%201305,Developing a Broad-based and Balanced Private Sector Agenda for Indias Contribution to G-20 Debate,UK - Foreign & Commonwealth Office,0,92676,USD
GB-3-PPY%20IND%201306,Financial sector regulatory reform in India,UK - Foreign & Commonwealth Office,0,96856,USD
GB-3-PPY%20IND%201307,Strengthen Ethical and Transparent Corporate Governance Practices and Further Responsible Development,UK - Foreign & Commonwealth Office,0,84372,USD
GB-3-PPY%20IND%201308,Development of Enabling Ecosystem for Implementation of Clause 135 of Companies Bill 2012,UK - Foreign & Commonwealth Office,0,98205,USD
GB-3-PPY%20IND%201309,Reforming Corporate Bond Market in India: Scaling up resources from Private Sector for Infrastructure Financing,UK - Foreign & Commonwealth Office,0,76181,USD
GB-3-PPY%20IND%201310,Harnessing Indian Agriculture to Global Value Chain: Prospects and Challenges,UK - Foreign & Commonwealth Office,0,69746,USD
GB-3-PPY%20IND%201311,Enhancing Indias participation in Global Value Chains,UK - Foreign & Commonwealth Office,0,106666,USD
GB-3-PPY%20IND%201312,Post Award Governance Strategies for Public Private Partnerships (PPPs),UK - Foreign & Commonwealth Office,0,86255,USD
GB-3-PPY%20IND%201313,Legislators Actions towards development of a long term comprehensive renewable energy policy in select Indian states,UK - Foreign & Commonwealth Office,0,101123,USD
GB-3-PPY%20IND%201314,"Conceptualise, design and implement net metering based solar rooftop scheme in select States in India",UK - Foreign & Commonwealth Office,0,143364,USD
GB-3-PPY%20IND%201315,"Creating market enablers to launch a large 1000 MW heating, ventilation and air-conditioning (HVAC) challenge program",UK - Foreign & Commonwealth Office,0,121166,USD
GB-3-PPY%20IND%201316,Energy Statistics and Balances Institutional Capacity Building for India,UK - Foreign & Commonwealth Office,0,96869,USD
GB-3-PPY%20IND%201317,Ecosystem for Offshore Wind Development in India,UK - Foreign & Commonwealth Office,0,124057,USD
GB-3-PPY%20IND%201320,Legal options and alternatives for establishing Indias approach to Climate Change Negotiations.,UK - Foreign & Commonwealth Office,0,78668,USD
GB-3-PPY%20IND%201321,Large scale deployment of LED technology for public lighting through public-private-partnership model,UK - Foreign & Commonwealth Office,0,92491,USD
GB-3-PPY%20IND%201322,Development thresholds to address contentious issues of operationalization of Equity at the United Nations Framework Convention on Climate Change,UK - Foreign & Commonwealth Office,0,111342,USD
GB-3-PPY%20IND%201323,"State-level exports, Competitiveness and Trade Pomotion Policies: The Indian case study",UK - Foreign & Commonwealth Office,0,73682,USD
GB-3-PPY%20IND%201324,Fiscal Instruments for Low Carbon Industrial Development,UK - Foreign & Commonwealth Office,0,102578,USD
GB-3-PPY%20IND%201328,CO2 Reduction strategy studies,UK - Foreign & Commonwealth Office,0,105446,USD
GB-3-PPY%20IND%202001,Tactical Fund for climate Change in India,UK - Foreign & Commonwealth Office,0,54924,USD
GB-3-PPY%20IND%20CLIMATE%20FY13-14,India Tactical - Climate,UK - Foreign & Commonwealth Office,0,70997,USD
GB-3-PPY%20IND%20ECONOMIC%20FY13-14,India Tactical - Economy,UK - Foreign & Commonwealth Office,0,57508,USD
GB-3-PPY%20IND%20ENERGY%20FY13-14,India Tactical - Energy,UK - Foreign & Commonwealth Office,0,0,USD
GB-3-PPY%20IND-FY13%2F14%20-%20LE-01,LE I Staff India (001),UK - Foreign & Commonwealth Office,0,11495,USD
GB-3-PPY%20IND-FY13%2F14%20-%20LE-02,LE 2 Staff India (002),UK - Foreign & Commonwealth Office,0,17131,USD
GB-3-PPY%20IND-FY13%2F14%20-%20LE-03,LE 2 Staff India (003),UK - Foreign & Commonwealth Office,0,4186,USD
GB-3-PPY%20IND-FY13%2F14%20-%20LE-04,LE 3 Staff India (004),UK - Foreign & Commonwealth Office,0,18463,USD
GB-3-PPY%20KSA%201009,Efficient Policy Designs for Sustainable Energy Development,UK - Foreign & Commonwealth Office,0,6540,USD
GB-3-PPY%20KSA%201012,The Economic Impact of Investment in KRG,UK - Foreign & Commonwealth Office,0,139996,USD
GB-3-PPY-IND-1004,IND urban clean tech (RE,UK - Foreign & Commonwealth Office,0,51247,USD
GB-3-PPY-IND-1008,IND Financial Sector Reform,UK - Foreign & Commonwealth Office,0,52229,USD
GB-3-PPY-IND-1009,Support to the Bureau of Energy Efficiency (BEE) and State Energy Departments to launch State Clean Energy Funds,UK - Foreign & Commonwealth Office,0,19895,USD
GB-3-PPY-IND-1010,"Promote Adoption of Smart Meters in India through Energy Savings, Policy and Regulatory Incentives",UK - Foreign & Commonwealth Office,0,31162,USD
GB-3-PPY-IND-1011,Carbon Disclosure: From Accounting to Action,UK - Foreign & Commonwealth Office,0,69607,USD
GB-3-PPY-IND-1012,Creating a Leadership Group of Indian Legislators,UK - Foreign & Commonwealth Office,0,26893,USD
GB-3-PPY-IND-1014,Identify Specific Policy Options with the aim to Reduce Carbon Intensity in India,UK - Foreign & Commonwealth Office,0,-11519,USD
GB-3-PPY-IND-1015,Accelerate adoption of energy efficient appliances through consumer rebate scheme in a distribution utility,UK - Foreign & Commonwealth Office,0,0,USD
GB-3-PPY-IND-1017,Carbon Indexing of Indian listed companies to create transparency of the carbon footprint of a organization,UK - Foreign & Commonwealth Office,0,11280,USD
GB-3-PPY-IND-1018,"Fiscal Instruments for climate friendly industrial development in West Bengal, Orissa and Tamil Nadu.",UK - Foreign & Commonwealth Office,0,-1,USD
GB-3-PPY-IND-1019,Supporting fossil-fuel subsidy reform in India,UK - Foreign & Commonwealth Office,0,22353,USD
GB-3-PPY-IND-1020,Government Procurement  An emerging tool of global integration and good governance in India,UK - Foreign & Commonwealth Office,0,19653,USD
GB-3-PPY-IND-1021,Aligning Government policies for efficient trade : Establishing a robust trade facilitation mechanism in India,UK - Foreign & Commonwealth Office,0,61270,USD
GB-3-PPY-IND-1022,Reducing the risk of corruption in business,UK - Foreign & Commonwealth Office,0,29735,USD
GB-3-PPY-IND-1023,Demonstrating the benefits of a needs-based approach to policy framing for financial inclusion in India,UK - Foreign & Commonwealth Office,0,88277,USD
GB-3-PPY-IND-1024,Policy analysis in the process of deepening capital account openness,UK - Foreign & Commonwealth Office,0,76254,USD
GB-3-PPY-IND-1025,Strategies for implementation of Public Private Partnerships (PPPs) in India,UK - Foreign & Commonwealth Office,0,29124,USD
GB-3-PPY-IND-1026,Management of Intellectual Property in Cross-Border Collaboration,UK - Foreign & Commonwealth Office,0,31614,USD
GB-3-PPY-IND-1027,Use of Spatial Planning Tools to Promote  Low Carbon City development in India,UK - Foreign & Commonwealth Office,0,51010,USD
GB-3-PPY-IND-1028,Creating a favourable policy environment for the adoption of low carbon energy efficient LED technology in street lighting.,UK - Foreign & Commonwealth Office,0,45462,USD
GB-3-PPY-IND-1030,Towards Creating a model national Institutional Framework in the form of National Bureau of Water Efficiency for Industry---/commercial and domestic sectors resulting in enhanced energy efficiency,UK - Foreign & Commonwealth Office,0,22990,USD
GB-3-PPY-IND-1031,Support to the India Solar Capital Market Climate Initiative (CMCI),UK - Foreign & Commonwealth Office,0,-105,USD
GB-3-PPY-IND-1032,Market Transformation for increased private sector investment in,UK - Foreign & Commonwealth Office,0,22936,USD
GB-3-PPY-IND-1033,Trade analysis and regional integration,UK - Foreign & Commonwealth Office,0,33610,USD
GB-3-PPY-IND-1034,Stimulate an enabling policy environment for first generation entrepreneurship promotion in India,UK - Foreign & Commonwealth Office,0,25917,USD
GB-3-PPY-IND-1035,Post-TRIPS IPR Regime in India  Opportunities and Challenges,UK - Foreign & Commonwealth Office,0,56633,USD
GB-3-PPY-IND-1036,Strengthening regulatory frameworks and enhancing capacity in  Indias legal and accountancy services sectors: A roadmap for reforms,UK - Foreign & Commonwealth Office,0,28452,USD
GB-3-PPY-IND-1037,"Advancements in Tax Administration: Lessons and Experiences of U.K., Brazil and India",UK - Foreign & Commonwealth Office,0,69417,USD
GB-3-PPY-IND-1038,Policy Action Plan for Improving the Investment Climate for Manufacturing Sector in India,UK - Foreign & Commonwealth Office,0,89686,USD
GB-3-PPY-IND-1039,MSMEs IPR Exchange,UK - Foreign & Commonwealth Office,0,13346,USD
GB-3-PPY-IND-1040,"Parliamentarians actions for achieving Renewable Energy targets of the 12th Five Year Plan, to promote Indian Governments",UK - Foreign & Commonwealth Office,0,132607,USD
GB-3-PPY-IND-1041,Detailed development and implementation framework for rolling out financial policy instrument(s) to enhance private lending for large scale solar projects,UK - Foreign & Commonwealth Office,0,168724,USD
GB-3-PPY-IND-1042,Delivering additional energy efficiency in Indian industry,UK - Foreign & Commonwealth Office,0,139905,USD
GB-3-PPY-IND-1043,NATIONAL COMPETITION POLICY AND ECONOMIC GROWTH IN INDIA,UK - Foreign & Commonwealth Office,0,44870,USD
GB-3-PPY-IND-1044,Infrastructure and PPP Policy Support Programme to the Department of Economics Affairs (DEA) and/or other relevant GOI bodies,UK - Foreign & Commonwealth Office,0,64841,USD
GB-3-PPY-IND-2001,Tactical Fund for climate Change in India,UK - Foreign & Commonwealth Office,0,110066,USD
GB-3-PPY-IND-CLIMATE-FY13-14,India Tactical - Climate,UK - Foreign & Commonwealth Office,0,22522,USD
GB-3-PPY-IND-ECONOMIC-FY13-14,India Tactical - Economy,UK - Foreign & Commonwealth Office,0,60,USD
GB-3-PPY-IND-ENERGY-FY13-14,India Tactical - Energy,UK - Foreign & Commonwealth Office,0,0,USD
GB-3-PPY-IND-FY13%2F14---LE-01,LE I Staff India (001),UK - Foreign & Commonwealth Office,0,13352,USD
GB-3-PPY-IND-FY13%2F14---LE-02,LE 2 Staff India (002),UK - Foreign & Commonwealth Office,0,12254,USD
GB-3-PPY-IND-FY13%2F14---LE-03,LE 2 Staff India (003),UK - Foreign & Commonwealth Office,0,4539,USD
GB-3-PPY-IND-FY13%2F14---LE-04,LE 3 Staff India (004),UK - Foreign & Commonwealth Office,0,12744,USD
GB-3-PPY-KSA-1012,The Economic Impact of Investment in KRG,UK - Foreign & Commonwealth Office,0,108568,USD
GB-3-PPY-KSA-1013,Capacity-building on the importance of climate change reporting in the United Arab Emirates (UAE),UK - Foreign & Commonwealth Office,0,32439,USD
GB-3-PPY-KSA-1014,"Valuing vital resources: Price options for increasing energy, water and food security in the Gulf",UK - Foreign & Commonwealth Office,0,56477,USD
GB-3-PSA%20IND%20121301,CAT I visit to the UK for Bihar Cabinet Minister for Rural Development Nitish Mishra,UK - Foreign & Commonwealth Office,0,3298,USD
GB-3-PSA%20IND%20121302,Visit of Commonwealth Parliamentary Association (CPA) UK Parliamentarians visit to India (18-26 August 2012),UK - Foreign & Commonwealth Office,0,5893,USD
GB-3-PSA%20IND%20121303,Creating a platform for next generation young leaders in Kolkata in the fields of business and creative arts.,UK - Foreign & Commonwealth Office,0,5702,USD
GB-3-PSA%20IND%20121304,Visit of India Climate Change MPs to UK- April 2012,UK - Foreign & Commonwealth Office,0,16130,USD
GB-3-PSA%20IND%20121305,Strengthening India's Clean Energy initiative,UK - Foreign & Commonwealth Office,0,5826,USD
GB-3-PSA%20IND%20121309,Combat Human Trafficking through Building Synergies between Government and Civil Society Organisations,UK - Foreign & Commonwealth Office,0,7130,USD
GB-3-PSA%20IND%20121311,Sponsored visit for four prominent Muslim leaders to UK,UK - Foreign & Commonwealth Office,0,20352,USD
GB-3-PSA%20IND%20121312,Tenth Annual Orientation Course on Forced Migration  Critical Role of the Media in Raising Awareness and Action,UK - Foreign & Commonwealth Office,0,6082,USD
